time,command,response
9.320000,1.072848,1.150955
9.330000,1.074335,1.151751
9.340000,1.075818,1.152720
9.350000,1.077297,1.153882
9.360000,1.078770,1.155250
9.370000,1.080238,1.156832
9.380000,1.081701,1.158629
9.390000,1.083159,1.160638
9.400000,1.084611,1.162848
9.410000,1.086058,1.165242
9.420000,1.087500,1.167801
9.430000,1.088936,1.170497
9.440000,1.090366,1.173303
9.450000,1.091790,1.176183
9.460000,1.093209,1.179105
9.470000,1.094622,1.182031
9.480000,1.096028,1.184924
9.490000,1.097428,1.187750
9.500000,1.098823,1.190474
9.510000,1.100211,1.193064
9.520000,1.101592,1.195493
9.530000,1.102967,1.197736
9.540000,1.104335,1.199776
9.550000,1.105697,1.201599
9.560000,1.107052,1.203198
9.570000,1.108400,1.204570
9.580000,1.109741,1.205721
9.590000,1.111075,1.206662
9.600000,1.112402,1.207407
9.610000,1.113722,1.207979
9.620000,1.115034,1.208404
9.630000,1.116340,1.208710
9.640000,1.117637,1.208932
9.650000,1.118927,1.209103
9.660000,1.120210,1.209261
9.670000,1.121485,1.209441
9.680000,1.122752,1.209679
9.690000,1.124011,1.210008
9.700000,1.125263,1.210460
9.710000,1.126506,1.211062
9.720000,1.127741,1.211837
9.730000,1.128968,1.212803
9.740000,1.130187,1.213974
9.750000,1.131397,1.215354
9.760000,1.132599,1.216947
9.770000,1.133793,1.218746
9.780000,1.134978,1.220740
9.790000,1.136154,1.222913
9.800000,1.137322,1.225242
9.810000,1.138481,1.227702
9.820000,1.139631,1.230261
9.830000,1.140772,1.232888
9.840000,1.141904,1.235547
9.850000,1.143027,1.238200
9.860000,1.144140,1.240813
9.870000,1.145245,1.243349
9.880000,1.146340,1.245774
9.890000,1.147426,1.248058
9.900000,1.148503,1.250174
9.910000,1.149570,1.252097
9.920000,1.150627,1.253811
9.930000,1.151675,1.255304
9.940000,1.152713,1.256567
9.950000,1.153741,1.257602
9.960000,1.154760,1.258413
9.970000,1.155768,1.259012
9.980000,1.156767,1.259416
9.990000,1.157755,1.259647
10.000000,1.158734,1.259731
